manufacturer_name,model_name,transmission,color,odometer_value,year_produced,engine_fuel,engine_has_gas,engine_type,engine_capacity,body_type,has_warranty,state,drivetrain,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,duration_listed,price_usd
Renault,Clio,mechanical,grey,255000,2008,diesel,FALSE,diesel,1.5,universal,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,43,4800
Mitsubishi,Space Star,mechanical,red,530000,2001,diesel,FALSE,diesel,1.9,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,92,2000
Kia,Sorento,mechanical,black,280000,2005,diesel,FALSE,diesel,2.5,suv,FALSE,owned,all,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,15,7500
Mercedes-Benz,Vito,mechanical,other,477000,2009,diesel,FALSE,diesel,2.2,minibus,FALSE,owned,rear,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,449,10000
Volvo,S60,mechanical,grey,445000,2001,gasoline,FALSE,gasoline,2.4,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,83,6390
Mercedes-Benz,A170,mechanical,black,200000,1999,diesel,FALSE,diesel,1.7,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,26,3500
Ford,Transit,mechanical,blue,350000,1991,diesel,FALSE,diesel,2.5,minibus,FALSE,owned,rear,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,89,1500
Dacia,Logan,mechanical,blue,420000,2006,gas,TRUE,gasoline,1.4,sedan,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,248,3000
Volkswagen,T5,mechanical,blue,305000,2006,diesel,FALSE,diesel,2.5,minibus,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,76,11500
Hyundai,Santa Fe,mechanical,green,197000,2008,diesel,FALSE,diesel,2.2,suv,FALSE,owned,all,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,79,10950
ВАЗ,2104,mechanical,green,170000,2006,gasoline,FALSE,gasoline,1.6,universal,FALSE,owned,rear,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,61,1650
Honda,Accord,automatic,black,250000,2006,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,6,7200
Renault,Megane,mechanical,red,322567,1999,diesel,FALSE,diesel,1.9,universal,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,24,1900
Daewoo,Kalos,mechanical,red,150000,2003,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,69,3300
Fiat,Multipla,mechanical,violet,300000,1999,diesel,FALSE,diesel,1.9,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,332,2371.23
Opel,Astra,automatic,black,94000,2011,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,61,8200
Ford,Transit,mechanical,white,320000,1993,diesel,FALSE,diesel,2.5,minibus,FALSE,owned,rear,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,155,3000
Lexus,ES,automatic,white,148000,2012,gasoline,FALSE,gasoline,3.5,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,86,15499
ГАЗ,3110,mechanical,black,148920,1999,gasoline,FALSE,gasoline,2.4,sedan,FALSE,owned,rear,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,614.63
Volvo,XC60,automatic,black,220000,2012,diesel,FALSE,diesel,2.4,suv,FALSE,owned,all,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,57,16900
Subaru,Impreza,mechanical,blue,130000,2008,gasoline,FALSE,gasoline,2.5,hatchback,FALSE,owned,all,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,179,13500
Peugeot,206,mechanical,other,274529,2002,gasoline,FALSE,gasoline,1.1,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,53,3250
Ford,Galaxy,mechanical,grey,300000,1999,diesel,FALSE,diesel,1.9,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,33,4800
Honda,Accord,automatic,grey,202000,2008,gasoline,FALSE,gasoline,2.4,sedan,FALSE,owned,front,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,8,10500
Renault,Logan,mechanical,red,1,2009,gasoline,FALSE,gasoline,1.4,sedan,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,2100
Volvo,S60,automatic,grey,263746,2006,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,front,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,166,7700
Ford,Explorer,automatic,orange,125000,2011,gasoline,FALSE,gasoline,2,suv,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,21,18500
Nissan,Murano,automatic,black,200000,2006,gasoline,FALSE,gasoline,3.5,suv,FALSE,owned,all,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,89,8000
Renault,Megane,mechanical,green,322222,1999,gasoline,FALSE,gasoline,1.6,universal,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,18,1250
Volkswagen,Golf,mechanical,blue,267675,1999,gasoline,FALSE,gasoline,1.6,universal,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,92,2200
Mazda,3,automatic,white,120000,2012,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,7500
Infiniti,FX,automatic,black,150000,2011,gasoline,FALSE,gasoline,3.7,suv,FALSE,owned,all,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,146,18500
Volvo,S80,automatic,black,300000,2001,gasoline,FALSE,gasoline,2.4,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,232,3300
Audi,A8,automatic,black,317000,2004,gasoline,FALSE,gasoline,4.2,sedan,FALSE,owned,all,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,6,7100
Ford,Transit,mechanical,other,314000,2006,diesel,FALSE,diesel,2.2,minibus,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,74,8773.59
Cadillac,Catera,automatic,black,300000,2000,gasoline,FALSE,gasoline,3,sedan,FALSE,owned,rear,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,63,1700
Opel,Astra,mechanical,other,220000,1994,gas,TRUE,gasoline,1.6,universal,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,31,1600
Chevrolet,Trax,automatic,red,63728,2016,gasoline,FALSE,gasoline,1.4,suv,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,26,7800
Fiat,Brava,mechanical,other,444444,1996,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,71,1500
Nissan,Primera,mechanical,black,300000,2002,diesel,FALSE,diesel,2.2,sedan,FALSE,owned,front,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,203,4700
Dodge,Grand Caravan,automatic,silver,195000,2001,gas,TRUE,gasoline,3.3,minivan,FALSE,owned,front,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42,3150
Skoda,Octavia,mechanical,silver,88000,2012,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,202,8600
Audi,A3,automatic,red,165000,2007,gasoline,FALSE,gasoline,2,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,41,7250
Volkswagen,Passat,mechanical,green,400000,1994,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,145,2550
Volkswagen,Passat,mechanical,red,350000,1993,diesel,FALSE,diesel,1.9,universal,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,19,2200
Honda,Civic,mechanical,black,120000,2001,gasoline,FALSE,gasoline,1.7,coupe,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,47,3700
Nissan,Primera,mechanical,silver,280000,2002,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,23,4999
Daewoo,Matiz,mechanical,grey,160000,2011,gasoline,FALSE,gasoline,0.8,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5,1450
Honda,Civic,mechanical,green,345000,1996,gasoline,FALSE,gasoline,1.5,sedan,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,116,1699
Mercedes-Benz,Sprinter,mechanical,white,250000,2009,diesel,FALSE,diesel,2.2,van,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,53,12700
Nissan,Qashqai,automatic,white,58000,2014,gasoline,FALSE,gasoline,2,suv,FALSE,owned,all,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,75,16000
УАЗ,469,mechanical,green,12800,2014,gasoline,FALSE,gasoline,2.4,suv,FALSE,owned,all,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,93,5000
SsangYong,Actyon,automatic,black,180000,2006,diesel,FALSE,diesel,2,suv,FALSE,owned,all,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,80,6700
Toyota,Verso,automatic,grey,138000,2013,gasoline,FALSE,gasoline,1.8,hatchback,FALSE,owned,front,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,11,14132.6
Mercedes-Benz,190,mechanical,red,500000,1985,diesel,FALSE,diesel,2,sedan,FALSE,owned,rear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,158,1900
Volkswagen,Sharan,mechanical,silver,230000,2000,gasoline,FALSE,gasoline,2,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,271,4000
ГАЗ,24,mechanical,other,87000,1978,gasoline,FALSE,gasoline,2.4,sedan,FALSE,owned,rear,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,111,2000
Audi,A8,automatic,silver,239000,2003,diesel,FALSE,diesel,4,sedan,FALSE,owned,all,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,112,6500
Nissan,Primera,mechanical,green,260000,1999,diesel,FALSE,diesel,2,universal,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,88,1050
Hyundai,Pony,mechanical,red,200000,1994,gasoline,FALSE,gasoline,1.5,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,265,1200
Citroen,Xantia,automatic,silver,200000,1999,gasoline,FALSE,gasoline,1.8,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,217,2000
Opel,Astra,mechanical,violet,200000,2009,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,77,5700
Volkswagen,T4,mechanical,white,436000,1994,diesel,FALSE,diesel,1.9,minibus,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,61,3500
ВАЗ,21099,mechanical,other,178600,2000,gasoline,FALSE,gasoline,1.5,sedan,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,87,800
Mitsubishi,Colt,mechanical,green,250000,1997,gasoline,FALSE,gasoline,1.3,hatchback,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,148,1100
Audi,A6,automatic,black,193000,2009,diesel,FALSE,diesel,2,universal,FALSE,owned,front,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,62,11200
Dodge,Caliber,automatic,black,180247,2008,gasoline,FALSE,gasoline,2,hatchback,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,76,6300
Skoda,Octavia,automatic,silver,0,2019,gasoline,FALSE,gasoline,1.6,sedan,TRUE,new,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,22853.08
Renault,25,mechanical,other,200000,1987,gasoline,FALSE,gasoline,2,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,68,600
Fiat,Stilo,mechanical,silver,314000,2006,diesel,FALSE,diesel,1.9,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,49,3700
Volkswagen,Touran,automatic,silver,289682,2008,diesel,FALSE,diesel,1.9,universal,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,77,6500
Volkswagen,T6 Caravelle,mechanical,grey,103000,2016,diesel,FALSE,diesel,2,minibus,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,298,22763.92
Fiat,Ducato,mechanical,white,371600,2003,diesel,FALSE,diesel,2.3,minibus,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,43,6000
Renault,Fluence,automatic,black,170000,2011,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,182,7500
LADA,Kalina,mechanical,grey,19000,2015,gasoline,FALSE,gasoline,1.5,universal,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,66,7000
Kia,Cee'd,mechanical,other,220000,2008,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,99,6400
Skoda,Rapid,mechanical,brown,0,2019,gasoline,FALSE,gasoline,1.6,sedan,TRUE,new,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,14746.28
Ford,Explorer,automatic,black,260000,2005,gasoline,FALSE,gasoline,4.6,suv,FALSE,owned,all,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,88,10700
Ford,Taurus,automatic,blue,148060,2008,gasoline,FALSE,gasoline,3.5,suv,FALSE,owned,all,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,59,7500
Mercedes-Benz,E63 AMG,automatic,silver,95000,2010,gasoline,FALSE,gasoline,6.2,sedan,FALSE,owned,rear,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,90,28800
Peugeot,406,mechanical,blue,350000,1999,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,8,2900
Mercedes-Benz,G300,mechanical,black,750000,1993,diesel,FALSE,diesel,3,suv,FALSE,owned,all,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,483,12500
Alfa Romeo,156,mechanical,silver,400000,1998,diesel,FALSE,diesel,2.4,sedan,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,16,2400
Hyundai,Santa Fe,automatic,silver,125000,2006,gasoline,FALSE,gasoline,2.7,suv,FALSE,owned,all,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,64,11500
Mercedes-Benz,ML350,automatic,black,277000,2005,gasoline,FALSE,gasoline,3.5,suv,FALSE,owned,all,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,8,9200
Opel,Antara,mechanical,blue,230000,2007,diesel,FALSE,diesel,2,suv,FALSE,owned,all,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,213,8999
Volkswagen,Passat,mechanical,white,199000,2012,diesel,FALSE,diesel,1.6,universal,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,79,10800
Fiat,Grande Punto,mechanical,silver,81636,2008,gasoline,FALSE,gasoline,1.4,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,58,9800
BMW,525,mechanical,white,250000,1996,gasoline,FALSE,gasoline,2.5,sedan,FALSE,owned,rear,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,16,2650
Hyundai,Solaris,automatic,blue,117000,2012,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,13,8000
BMW,325,automatic,black,230000,2001,gasoline,FALSE,gasoline,2.5,universal,FALSE,owned,rear,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,288,6300
Peugeot,206,mechanical,blue,190000,2001,diesel,FALSE,diesel,1.9,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,45,2000
BMW,530,automatic,silver,300000,2002,diesel,FALSE,diesel,3,sedan,FALSE,owned,rear,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,16,5800
Volkswagen,Golf,mechanical,red,500000,1987,diesel,FALSE,diesel,1.9,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,54,1500
Ford,Focus,automatic,silver,278000,2005,diesel,FALSE,diesel,1.6,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,225,3800
BMW,320,mechanical,blue,190000,1993,gasoline,FALSE,gasoline,2,sedan,FALSE,owned,rear,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,101,2700
Opel,Zafira,mechanical,silver,390000,2008,diesel,FALSE,diesel,1.7,minivan,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,27,6750
Citroen,C4,automatic,blue,205000,2005,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,35,4200
Peugeot,307,mechanical,silver,212000,2006,gasoline,FALSE,gasoline,1.6,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8,5000
BMW,X3,automatic,brown,173000,2011,gasoline,FALSE,gasoline,3,suv,FALSE,owned,all,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,30,14700
Chrysler,Sebring,automatic,silver,195299,2003,gas,TRUE,gasoline,2.4,sedan,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,118,3700
Chrysler,300,automatic,black,126691,2006,gasoline,FALSE,gasoline,3.5,sedan,FALSE,owned,all,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,83,8850
Mercedes-Benz,S500,automatic,grey,300000,2007,gasoline,FALSE,gasoline,5.5,sedan,FALSE,owned,all,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,12,9700
Mercedes-Benz,E220,automatic,grey,215000,2009,diesel,FALSE,diesel,2.2,sedan,FALSE,owned,rear,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,48,14950
Citroen,C5,mechanical,silver,30000,2001,gasoline,FALSE,gasoline,1.8,liftback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,90,4100
Chrysler,Town&Country,automatic,other,434523,2005,gasoline,FALSE,gasoline,3.8,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,71,5500
Renault,Laguna,automatic,grey,380000,2002,gasoline,FALSE,gasoline,3,universal,FALSE,owned,front,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,73,3000
Mercedes-Benz,E280,automatic,silver,340000,2007,diesel,FALSE,diesel,3,universal,FALSE,owned,rear,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,41,8900
Audi,A4,automatic,white,176000,2008,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,91,10500
Nissan,Patrol,mechanical,white,309587,1993,diesel,FALSE,diesel,2.8,suv,FALSE,owned,all,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,253,5400
Toyota,Corolla Verso,mechanical,grey,348000,2005,diesel,FALSE,diesel,2.2,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,44,7400
Land Rover,Freelander,mechanical,silver,207000,1999,diesel,FALSE,diesel,2,suv,FALSE,owned,all,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,61,5350
Mazda,Demio,mechanical,silver,300000,1999,gasoline,FALSE,gasoline,1.3,hatchback,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,230,1550
Audi,A6,automatic,brown,132000,2013,gasoline,FALSE,gasoline,2,universal,FALSE,owned,front,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,25,15999
Ford,Transit,mechanical,white,300000,1991,diesel,FALSE,diesel,2.5,minibus,FALSE,owned,rear,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,57,2550
Mitsubishi,Outlander,automatic,silver,210000,2007,gasoline,FALSE,gasoline,3,suv,FALSE,owned,all,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,103,9950
Skoda,Yeti,mechanical,silver,215000,2010,gasoline,FALSE,gasoline,1.2,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,499,7200
Ford,Galaxy,mechanical,green,218912,1997,diesel,FALSE,diesel,1.9,minivan,FALSE,owned,front,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,32,2811.91
Peugeot,107,automatic,yellow,150000,2010,gasoline,FALSE,gasoline,1,hatchback,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,85,4505.35
Volkswagen,Jetta,mechanical,silver,162000,2008,gasoline,FALSE,gasoline,1.6,sedan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,61,5700
Renault,Scenic,automatic,red,210000,2001,gasoline,FALSE,gasoline,1.6,minivan,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,28,3200
Toyota,RAV4,mechanical,blue,262000,2004,gasoline,FALSE,gasoline,1.8,suv,FALSE,owned,front,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,31,6592.05
Volkswagen,Passat,mechanical,blue,350000,1989,gasoline,FALSE,gasoline,1.8,sedan,FALSE,owned,front,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,26,1450
Honda,Civic,mechanical,red,182800,2008,gasoline,FALSE,gasoline,1.8,hatchback,FALSE,owned,front,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,50,7300
Citroen,C5,mechanical,grey,330000,2010,diesel,FALSE,diesel,2,sedan,FALSE,owned,front,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,87,9300
Mazda,CX-7,automatic,silver,218871,2010,gasoline,FALSE,gasoline,2.5,suv,FALSE,owned,front,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,186,10700
